userid,content,star_rating,time
zang****,배송도 빠르고 좋습니다,5,2021-04-08T10:23:26.975+00:00
hjle*****,만족합니다 ~~~~,5,2021-04-14T13:38:52.741+00:00
juno***,가벼워서 좋네요 잘쓸게요^^,5,2021-04-08T08:25:48.106+00:00
gkdm*****,가성비 최고!! 벤티사이즈라서 더 좋아요 ㅎㅎ,5,2021-03-06T13:15:40.355+00:00
anne****,선물하려고 구매했습니다 배송 빠르고 만족스러워요!,5,2021-03-31T08:29:37.320+00:00
anne****,선물하려고 구매했습니다 배송 빠르고 만족스러워요!,5,2021-03-31T08:29:06.807+00:00
seow******,가격도 싸고 좋아용,5,2021-04-08T15:00:08.979+00:00
bomb******,일회용 사용 줄일려고 샀는데 되게 마음에 들어요^^,5,2021-04-03T07:46:44.358+00:00
skfo******,생각했던것보다 괜찮네요,5,2021-04-06T15:29:22.485+00:00
da****,카페 테이크아웃용으로 괜찮아요 가볍고 크기도 딱 좋아요,4,2021-03-30T04:54:54.345+00:00
thdd****,배송도 빠르고 저렴하고 마음에듭니다,5,2021-04-04T05:52:48.775+00:00
chig*****,나눠쓰려고 세개샀어요 선물주면 좋아할것같아요 갬성,5,2021-03-27T14:28:15.607+00:00
hyun******,구매사이트의 내용과 동일하고 기능적이어서 좋습니다~,5,2021-04-01T06:41:25.882+00:00
hyun******,구매사이트의 내용과 동일하고 기능적이어서 좋습니다~,5,2021-04-01T06:41:16.236+00:00
hyun******,구매사이트의 내용과 동일하고 기능적이어서 좋습니다~,5,2021-04-01T06:41:08.964+00:00
gosw*****,조아용  크기 무게 디자인 마음에들어요,5,2021-03-08T02:49:45.459+00:00
tmff***,너무 이쁘고 배송도 30시간 만에 온 것 같아요. 같이 주신 솔도 튼튼하고 좋네요,5,2021-03-04T13:52:17.228+00:00
youn******,텀블러 사용 줄일려고 구매했어요,5,2021-03-17T05:25:36.183+00:00
smms***,좋아요 좋아요 좋아요,5,2021-04-24T09:00:45.349+00:00
kau1***,벤티 사이즈라 용량이 크고 가벼워서 좋음 반투명하고 로고도 반투명해서 맘에 듦 큰 얼음들도 잘 들어갈 사이즈라 구매했음 단점은 일단 뚜껑은 걍 모자처럼 얹어놓아야 함 근데 어차피 뚜껑 안 쓸 거라 상관없음 결론은 매우 만족함,5,2021-02-18T16:44:05.755+00:00
ejin****,구매이후 매일 사용하고 있습니다  물 마시는 용도로도 좋고 커피 테이크아웃하기도 넘 좋고요  텀블러는 세척 할 때 번거로움과 무게가 좀 있어서 잘 안 챙기게 됐는데  요건 가벼워서 더 자주 쓰게 돼요,5,2021-02-11T08:24:25.344+00:00
qkrw********,물도 안새고 솔도 들어있고 기스없이 깨끗하게 왔어요,5,2021-04-02T00:33:30.268+00:00
with****,디자인 심플하니 좋은데 매우 약해보여요,3,2021-03-12T03:06:07.661+00:00
marc******,ㅎㅎ 생각보다배송도 빨랐어요!!  세척솔 포함이라 너무좋아요 ㅎ 선물용으로도 너무좋응것같다는 ㅎ 감사합니다,5,2021-02-17T07:11:23.714+00:00
ggan*****,인쇠가 좀흐리긴하지만 만족합니다,5,2021-03-12T16:16:02.042+00:00
wa****,빠르게 잘 받았습니다,5,2021-04-05T02:11:07.524+00:00
yo_0***,집에 두는 텀블러는 투명하면 물 더 많이 먹게되는 느낌. 너무 이쁘고 조아요,5,2021-03-01T12:16:05.227+00:00
fbek*****,굿이예요!!!!!!!,5,2021-04-14T22:28:25.008+00:00
arum******,선물해줬는데 맘에 들어하네요 잘쓰겠습느다,5,2021-03-07T05:55:40.928+00:00
pm****,이쁘고 즈편리하고 좋아요,5,2021-04-03T02:57:59.908+00:00
dalk****,포장이 약간 허술 했지만 배송이 빨랐어여 가볍고 좋아요,4,2021-03-27T02:41:21.729+00:00
yici****,화면과같아요 예쁘네요 아주좋아요!,5,2021-04-01T15:27:50.974+00:00
li****,쓰다가 뚜껑 잃어버려서 다시 샀어요,5,2021-04-03T13:53:40.011+00:00
ckgk*****,선물용으로 샀는데 완전 좋네요!! 저도 하나 구매하려고 합니다 가성비 갑입니다욧😆😆,5,2021-03-17T13:48:47.424+00:00
dldp*****,조야요옹 ㅎㅎ !!,5,2021-05-01T14:57:18.433+00:00
isti***,빠른배송매유만족라1니다요,5,2021-03-12T20:44:05.023+00:00
joey****,배송도 빠르고 ! 컵 너무 예뻐요 !!,5,2021-03-26T02:20:59.905+00:00
leej******,요즘 매일 스타벅스 리유저블컵만 사용하고 있어요,5,2021-03-10T21:02:13.709+00:00
diti******,1호점에서 직접사온 텀블러랑 재질이 다르네요,5,2021-03-11T18:19:17.262+00:00
eno1***,예전에 썼던컵이 사라져서 같은거로 새로 샀는데 뭐 딱 제가 원하던 컵이네요 ㅎㅎ 만족합다,5,2021-03-24T05:39:17.675+00:00
elf3***,솔이 한몫하네요~~~,4,2021-04-08T14:29:31.901+00:00
somn*****,예쁘고 가벼워요! 배송도 빠름,5,2021-03-27T10:31:32.653+00:00
llkg****,프린팅이 생각보다 허술한 느낌이지만 쓰는데 문제는 없을 것 같네요,5,2021-02-25T17:02:58.170+00:00
secr******,물 많이 마실수 있게돼서 너무 좋아요 근데 착색되는게 좀 있어요 크기 커요,5,2021-02-24T18:10:53.984+00:00
somn*****,두번째 구매 좋아요,5,2021-04-02T12:46:57.789+00:00
llkg****,생각보다 튼튼하고 프림팅도 깔끔해서 아주 좋습니다!,5,2021-02-25T17:04:06.062+00:00
km****,선물용과 저희부부 사용용으로 구매했는데 만족 합니다~~까만게 묻어있었는데 물로 닦였습니다 ㅎ~,5,2021-02-23T08:43:56.149+00:00
ocsu****,가볍고 귀여워서 마음에 들어요,5,2021-03-30T13:23:45.508+00:00
sang*****,너무 잘쓰고 있어요!!! 가벼워서 손목도 안아프고 세척도 편리해요. 무엇보다 가격이 저렴해서 좋아요. 강추합니다!,5,2021-02-11T01:21:02.103+00:00
jerr****,생각보다 커서 좋아요!! 매일 쓰는 중 요즘 카페도 못 가는데 이 컵에 아메리카노 내려 먹으니까 좋네용 ㅎㅎ,5,2021-03-12T05:51:36.411+00:00
smj3***,생각보다배송도빠르고 제품도너무이뻐용,5,2021-03-25T15:15:16.804+00:00
saey*****,재구매함 똑같은거 6개잇어요,5,2021-03-12T11:15:55.011+00:00
gn06***,용량은 큰데 무게도 가볍고 예뻐서 잘 쓰고 있어요,5,2021-03-05T03:01:05.949+00:00
gksd******,집에서 기분내기 좋습니다......,5,2021-03-29T07:35:52.743+00:00
bsh9*****,별로 안크고 아아 만들어먹기 딱이예요!,5,2021-03-30T03:52:12.081+00:00
cash*****,좋아요ᆢᆢᆢᆢᆢᆢᆢ,5,2021-04-11T01:45:08.061+00:00
rlaw********,잘 받았습니다. 배송빠르고 좋네요,5,2021-03-04T23:10:57.814+00:00
psks***,만족합니다~ 출근길 들고 가기도 넘 멋스럽고 좋네요~~!!!  기분좋아지는 하루를 보냅니다^^ㅋ,5,2021-02-21T10:33:26.161+00:00
kau1***,뜨거운 걸 넣어도 되는 재질인데 가볍기까지 해서 바로 구매함 디자인도 깔끔해서 마음에 듦 그나마 단점이라면 뚜껑이 열기 힘들다는 점과 먼지가 잘 안 떨어진다는 것정도가 있음,5,2021-02-18T16:35:04.211+00:00
gosw*****,크기도 좋고 가볍고 조아용,5,2021-03-08T02:49:13.717+00:00
josu*******,가벼워서 가지고 다니기 편할 것 같아요~~,4,2021-03-09T05:39:58.594+00:00
swee*****,생각보다 많이 크긴 합니다  ,3,2021-03-28T16:53:04.704+00:00
shki*****,데일리로 사용하기 좋아요~! 뚜껑이 잘 안닫깁니다,5,2021-03-13T07:05:38.315+00:00
jung************,진짜 가볍고 스타벅스라 그런지 진짜 이뻐요 우려했던 것과는 달리 별로 약한 것같진 않아요! 공부할때 여기다 물 담아놓고 잘 마실게요!!이쁩니당,5,2021-02-17T03:07:28.909+00:00
kamc***,매우매우 잘 쓰고 있습니당 배송도 총알이구염,5,2021-03-07T07:59:44.183+00:00
eo****,감사합니다 배송빠르고 좋아요,5,2021-03-21T00:06:32.245+00:00
wsjs****,일반컵샀다가 너무마음에들어서 다시구매했어요 빨대도 튼튼하니좋으네요 빨대청소솔 서비스 감솨드려요^^,5,2021-02-16T04:00:55.647+00:00
pju1***,여전히 잘 사용하고 있습니다:),5,2021-03-30T02:41:51.988+00:00
jy****,실수로 떨어뜨렸는데 깨져서 재구매했어요!! 배송도 빠르네욥,5,2021-03-16T09:40:36.722+00:00
anst*******,화면 그대로입니다 마음에 들어요!!,5,2021-03-25T23:03:45.488+00:00
qqoj*********,매일 씁니다 .. 너무 좋아요,5,2021-03-27T15:45:23.769+00:00
funs******,냉온 전천후네요 제품좋습니다//,5,2021-03-23T07:19:45.926+00:00
oliv******,가볍고 이뻐요~ 매장에서 사는것보다 저렴해용  배송도 진짜 빠릅니다 !!  근데 재질이 약간 오래쓸수 있을것 같진 않아요! 같은 디자인으로 투명 북미에서 직접 사온거랑 차이 나긴해요..ㅎㅎ 그래도 만족합니당,4,2021-02-05T15:18:07.980+00:00
yeon*****,아이스컵 필요햇는데 덕분에 잘 삿어용 빨대 세척도 같이 주시고 감사합니당,5,2021-03-19T04:27:46.466+00:00
kimh*****,일단 한국에서 구하기 힘든 벤티 사이즈 텀블러라는게 제일 맘에 들고 생분해 플라스틱이라 사용하면서 죄책감도 덜 느끼는게 가장 좋은 것 같아요. 무게도 가볍고 디자인도 심플해서 가장 편하게 잘 들고 다니는 것 같습니다,5,2021-02-23T02:54:33.876+00:00
qi****,배송이 진짜 빨라요 ! 물을 정말 많이 먹을 수 있어서 좋아요,5,2021-03-12T13:31:52.783+00:00
eo****,감사합니다 배송빠르고 좋아유,4,2021-03-21T00:06:16.739+00:00
suna****,금방 깨질꺼처럼 좀 약하긴하지만  디자인이 이뻐서 그정도는 감안하고 구매한거라 만족합니다.  그리고 일단 판매자님이 너무 친절하세요^^,4,2021-01-27T15:56:42.162+00:00
ekdn******,완전 만족합니다~! 투명하고 이쁘기도 하고 주변지인들도 주문한다고 하더라고요~!,5,2021-02-18T12:09:26.726+00:00
asky****,좋아요  예전에썻던건데 다시구매하니 좋네요  저렴합ㄴ다.,5,2021-03-23T01:19:39.507+00:00
writ********,배송 빨리 와서 넘 좋아요~~ 로고가 조금 흐릿한것 같기도 한데 보다보니 괜찮아졌어요 ㅎㅎ 플라스틱 사용 줄이려고 구매한건데 포장이 낱개 비닐에 싸여와서 조금 아쉬웠지만ㅠ 앞으로는 콜드컵 지참해서 커피 마실수 있으니깐요! 다들 예쁘다고 해서 물마시는것도 즐거워요~ 잘 쓰겠습니다^^,5,2021-01-27T13:10:34.311+00:00
gml1****,조아여조아여&lt;&lt;~~~~~~~~~~~ 가볍구 좋습니다,5,2021-03-27T13:23:52.467+00:00
eoen***,좋아요 좋아요 좋아요,5,2021-04-12T01:12:42.409+00:00
dkss******,잘 받았습니다 배송빨라서 좋네요 ㅎㅎ,5,2021-02-28T01:30:40.678+00:00
funs******,야외에서 커피한잔하기 조으네요~bb,5,2021-03-23T07:19:03.405+00:00
23****,수시로 물 마시기 좋아요!  배송도 너무 빠르게 잘 보내주시고^^ 잘 쓸게요!!,5,2021-02-16T08:38:13.788+00:00
wkgu***,리유저블 컵이라 해서 샀어요! 너무 이뻐요ㅠㅠ 생각보다 단단하구요~  나중에 또 사러 올게요ㅎㅎ,5,2021-02-16T10:01:56.681+00:00
soll*****,차 마실 때 잘 쓰고 있어요! 슬리브 안 끼면 처음에 너무 뜨겁네요 같이 구매 추천이요,5,2021-02-18T02:25:27.204+00:00
jane****,항상 쓰던 컵 재주문합니다! 잘쓰고있어요~,4,2021-02-23T10:13:06.020+00:00
hoon****,배송이 빨라서 좋았어요! 약해보이지만 조심히 잘 쓸게요,5,2021-02-16T06:25:03.590+00:00
soph******,가볍고 자주 쓰고 다닐 수 있을 것 같아요,4,2021-03-20T02:42:02.095+00:00
al****,선물용으로 괜찮네요 ㅎㅎ,5,2021-03-24T22:26:31.401+00:00
kimd*******,일단 가벼운데 짱짱하구요 음료도 온도가 일정하게 보관되는게 좋았어요 겉표면에 물방울이 맺히긴 하지만 심각하진 않아요-!,5,2021-02-18T13:34:42.189+00:00
atom****,아이스 컵으로 가볍고 아주 좋아요.배송도 빠르게 잘 받았어요.,5,2021-03-09T04:24:23.040+00:00
rara****,생각보다 사이즈가 크네요 ㅋ 근데 뚜껑이 원래 헐겁나요?,5,2021-02-19T02:24:10.471+00:00
ahsk********,너무 좋습니다! 집에서도 환경 생각함과 동시에 카페 분위기를 !^^,5,2021-02-16T15:29:55.503+00:00
inso******,사용전이긴한데 일단 좋아요 사용후 다시 올릴게요,5,2021-02-18T07:49:30.969+00:00
dbdu*******,따흐흑 너무 이뻐요 그냥 생수통 두고 있으니 예쁘지도 않고 물도 많이 안 먹어서 구매했어요 ㅠㅠ 가벼워서 좋고 보고 있으면 물도 많이 마시는 거 같아요 🥺 배송도 엄청 빠르고 다시 살 일이 생겨도 여기서 재구매할 거 같아요 💖💖,5,2021-01-29T04:36:01.177+00:00
cb****,2개 주문했는데 하나는 잘맞는데 하나는 뚜껑이 그냥 얹이는 수준으로 닫히네요;; 교환 귀찮아서 그냥 씁니다,4,2021-02-18T12:53:07.031+00:00
masa****,사진과 동일해 매우 만족 합니다,5,2021-03-19T11:12:24.044+00:00
kjea****,산 지 일주일만에 떨어뜨려서 깨졌었는데 그래도 너무 마음에 들었어서 다시 재구매했어요 이뻐요,4,2021-02-16T14:53:53.159+00:00
ql****,갖고싶건거라 고민하다 주문했는데 너무 맘에 들어요~ 진작 살걸 그랬네요 ㅎㅎ,5,2021-02-16T08:14:58.582+00:00
ses7*****,오..넘 단단하고 고급져요,5,2021-03-24T13:55:24.294+00:00
ga****,생각한 그대로예요.,5,2021-03-25T02:57:48.643+00:00
kjea****,좋아요 싸고 그런데 플라스틱이라 일주일도 못쓰고 떨어졌는데 깨져서 다시 사요 다시 살 만큼 좋아용,5,2021-02-12T16:30:45.750+00:00
ke****,핫컵 글씨부분들 전부 번져서 왔는데 빠르고 친절하게 대처해 주셔서 좋았어요,5,2021-03-08T14:34:11.626+00:00
412d*****,너무 가볍고 사용하기 편리합니다. 많이파세요,5,2021-02-18T23:02:44.787+00:00
hw****,깔끔해요~~무난무난 너무이쁩니댜,5,2021-03-19T02:26:23.620+00:00
hoij******,하루만에 배송와서 너무 좋네요,5,2021-03-18T06:00:35.108+00:00
luna*******,감사합니다 감사합니다,4,2021-03-19T23:10:30.710+00:00
gml1****,넘 조아여 스벅 갠지템~~~~~~~,4,2021-03-02T09:00:35.091+00:00
hong****,어차피 아이스만 먹으려고 산거라 만족해요 잘쓸게요 !!!,5,2021-03-07T09:14:45.128+00:00
djsk****,딱 가격값 하는ㄷ 가성빈좋음,3,2021-03-18T10:40:23.663+00:00
jeon*******,아이스커피나 물담아먹기 좋아요,4,2021-03-16T06:10:25.529+00:00
gonp****,배송 빠르고 품질 만족,5,2021-03-16T04:50:05.614+00:00
hyun*****,배송 빠르게 잘 받았습니다.,5,2021-03-18T07:56:25.022+00:00
danh******,가볍고 디자인이 예뻐요!!! 로고가 고급스럽고 마음에 들어요!!! 크기도 딱 좋아요!! 나중에 하나 더 사야겠어요~~,5,2021-02-06T02:27:13.906+00:00
dlqu******,가볍고 편안하게 들고 다니기 좋습니다. 여자친구가 좋아하니 다행이네요.,5,2021-03-02T12:56:45.174+00:00
rldu******,와...진짜 빠른 배송에 가격도 정말  최고 였습니다~~ 오자마자 세척 한번 끝내고  사용 준비 다했습니다~~진짜 번창하세요~ 너무 이뻐요 ❤️ 다른 디자인 또 나오면 찾아 올께요~~^^,5,2021-01-26T15:56:47.821+00:00
psks***,넘넘 만족합니다 여분으로 몇개 더 주문하려구요~~^^,5,2021-02-21T10:34:00.932+00:00
sind*******,디자인도 깔끔하고 휴대성이 좋은 것 같아서 만족하고 있어요,5,2021-03-10T04:03:47.062+00:00
torm*****,잘 받았습니다. 배송이 상당히 빨라서 놀랐어요.,5,2021-02-18T06:21:42.979+00:00
j7****,판매자 분이 친절하셔요 첨블러 가벼워 잘쓰고 있습니다,5,2021-03-05T12:30:42.060+00:00
ju****,좋습니다~~~~~~,5,2021-04-14T14:10:54.449+00:00
neo_*****,만족해요 만두 만두 만두,5,2021-02-23T12:14:06.319+00:00
leea********,가볍고 들고 다니기도 편해서 좋아요.,5,2021-03-14T05:01:42.757+00:00
youn*****,빠비른배송으로 아주 잘 받았습니다!!,5,2021-02-15T08:44:04.014+00:00
tmdg******,뚜껑이 잘 안닫기지만 좋아요,4,2021-03-14T16:53:55.659+00:00
ql****,너무 마음에 드네요~ 잘 사용하겠습니다^^,5,2021-02-16T08:14:01.829+00:00
holy***,좋아요 세척 편함~~~,5,2021-02-16T09:24:03.493+00:00
ksj0***,정품이라 믿고 구매했어요 이쁘네요,4,2021-02-19T11:20:42.595+00:00
94rh*****,불량없는 깔끔한 상품이에요,5,2021-02-24T09:55:04.094+00:00
94rh*****,불량없는 깔끔한 상품이에요,5,2021-02-24T09:54:34.139+00:00
nana********,이 컵을 사용한지 이제 한달 반이 훨씬 넘어가는데 평소에 물 1L 마실까말까하던 내가  이걸 사용한 기간동안 2L이하로 마셔본 적이 없다... 댑악   가벼워서 집 안에서도 들고다니면서 마시기 편하고 너무 좋음 잘쓰고있음!,5,2021-02-18T04:34:21.185+00:00
yepp****,진짜 너무 이쁘고 싸서 좋아요!세척솔까지 주셔서 감사합니다 다시 재구매의사 있음! 카페안가도 이 컵이면 방구석카페 쌉가능...,5,2021-01-30T06:23:09.619+00:00
gigg****,감사합니다감사합니다 감사합니다 감사합니다 감사합니다 감사합니다,5,2021-03-26T11:55:44.477+00:00
gdxh****,프린팅도 잘되있고 튼튼하네용 완전만족,5,2021-02-18T11:21:30.370+00:00
lily****,너무 예쁘고 사이즈도 제가 원하는 사이즈라서 맘에 드네요.,5,2021-03-06T15:17:40.121+00:00
cbs1****,아직 싸보진않있믄데 비주얼은 너무 이뻐요,5,2021-02-18T05:11:42.793+00:00
pju1***,아주 가볍고 싸게 잘 구매한 것 같아 유용하게 쓸 것 같아요!,5,2021-02-17T23:18:28.958+00:00
wjdd******,전부터 사고싶었는데 고민하다가 걍 질려버렸어요ㅎㅎ 한 번에 음료를 많이 담을 수 있어서 편하게 사용중이에요!,5,2021-02-04T07:29:54.369+00:00
sokc****,제가 딱 원하던 텀블러입니다,5,2021-02-20T07:59:48.892+00:00
hhy2***,너무 예쁘고 커서 마음에 들어여!!!,5,2021-03-13T02:39:06.359+00:00
leej******,정말 빠른배송에 놀라고! 이쁜 스타벅스 콜드컵에 놀라고! 정말 맘에들어요! 혹시나 해서 한개씩만 산것을 후회하고 있어요... 콜드컵 빨리 세척한후 스벅으로 달려가야겟어요^^,5,2021-01-26T06:53:05.513+00:00
seon****,가볍고 좋네용 배송도 하루만에 왔어요 빨대솔도 같이줘서 그게 제일 마음에 드네요  또 필요하면 들릴게용,5,2021-01-26T10:59:37.839+00:00
jump***,넉넉한 용량으로 차 마시기 정말 좋아요,5,2021-02-17T14:58:56.480+00:00
jy****,실수로 떨어뜨려서 깨졌는데 재구매 해야겠어요!,5,2021-03-11T13:32:59.658+00:00
nana********,맨날 보틀이나 텀블러 구매해놔도 사용을 안 하게 돼서 항상 애물단지 취급했었는데   이건 진짜 자주자주 사용하게 돼요!!! 물 양도 많이 들어가고 빨대가 꽂혀있어서 바로바로 마시기도 쉽고 디자인도 너무 예뻐서 자꾸 보게 돼서 여러모로 손이 자꾸 가네요!! ㅠㅠ 12월 31일날 배송 받았는데 3일동안 사용하면서 벌써 2L 물통 4개나 비웠어요.. 원래 이렇게 물을 자주 마시는 타입이 아닌데;; ㅠㅠㅠ 진짜 여러 의미로 사랑스러운 콜드컵♡♡♡ 감사합니다♡♡♡ 예쁘게 잘 사용하다가 빨대 없는 컵도 구매하러 올게요!!,5,2021-01-02T14:28:37.918+00:00
rhsl******,운동할때 마시려고 샀습니다. 좋아요.,5,2021-03-11T00:26:22.981+00:00
ksj0***,가볍고 좋아요 잘쓸게요,4,2021-02-19T11:21:13.689+00:00
hany*******,들고 다니면서 쓸 스타벅스 텀블러 찾다가 이 곳에서 구매했습니다. 좋은 후기도 많고 꼼꼼하게 상품 검수하여 판매하시는 것 같더라고요. 실제로도 받아보니 너무 예쁘네요. 로고가 살짝 흐린건가 싶지만 크게 신경쓰이진 않습니다. 무엇보다 생각보다 가벼워서 좋네요. 전에 쓰던 건 이것보다 살짝 무거웠거든요. 잘 쓰겠습니다~,5,2021-01-05T05:57:26.581+00:00
pyod*****,좋어욜 ㅎㅎ 배송도 빠르구,5,2021-02-16T01:40:16.497+00:00
swyo*******,생각했던것보다 더 좋네요,5,2021-02-18T12:48:53.761+00:00
chrh*****,빠른배송 부탁드린다고 했더니 바로 담날 오전에 배송왔어요.. 감사합니다!!,5,2021-02-05T03:48:42.905+00:00
kamc***,스타벅스 로고가 연하구 쪼꼼 까져서 왔어영...  그래두 배송은 특급으로 빨랐어영 하루만에 왔네욘,4,2021-03-04T13:42:04.783+00:00
cbs1****,너무 이뻐용 ㅏㅁㅇ마음에 드네요,5,2021-02-18T05:12:04.674+00:00
sxyk*******,뜨거운 물에 해도 녹지 않아서 좋았고 많이 사용 하고 다녀요 좋은거 같아요 ㅎㅎ,5,2021-02-27T08:57:12.160+00:00
lsyx***,튼튼하고 가볍고 화면이랑 똑같아요👍,5,2021-02-19T07:36:37.556+00:00
pink****,집에서 물 마실 때 쓰기 좋아여,5,2021-03-09T14:26:08.846+00:00
dbwj*****,집에서 육아하는중인데 물이 많이 안먹어져요 스텐 텀블러는 쇠냄새나서 꺼려지고 유리컵은 무겁고    오늘세척후 사용하니 가볍고 너무좋아요^-^,5,2021-01-26T11:58:57.133+00:00
ke****,배송도 빠르고 좋아요,5,2021-03-08T14:35:11.170+00:00
hi93****,이쁘네여 가볍고 빨때 솔까지 주셔서 너무 좋아요!!!,5,2021-03-04T02:13:14.229+00:00
ddd9***,빠른 배송 감사합니다! 가격대비 튼튼하고 깔끔  뚜겅도 단단히 잘 닫히네요! 잘 쓰겠습니다!,5,2021-01-27T05:12:34.783+00:00
chew*****,이상한 냄새가 계속 나요ㅠㅠ 한번 세척했는데두요 ! 물 많이 먹으려고 산건데 더 안 먹게 되네요ㅠ 그래도 음료 담아목으면 괜찮을 거 같아요 !,5,2021-02-19T04:35:12.772+00:00
haji****,물 많이 먹겠네요~ ㅎㅎ 콜드컵 기본도 인어도 넘나 예뻐요! 빨대랑 빨대솔도 같이 와서 넘나 좋습니다,5,2021-02-05T07:54:13.191+00:00
khr5***,무슨 배송이 이리 빨라요 ㅋㅋㅋ 설 연휴 첫째날에 주문했는데 연휴 끝나고 월요일에 바로옴... 진짜 대박쓰   빠른배송 감사합니다 잘 쓸게요,5,2021-02-16T05:56:40.702+00:00
gmlw*******,가격도 저렴하고 빨대 세척하는것도 주시고 근데 생각보다 뚜껑을 진짜 힘줘서 닫아야하더라구요..!!그거말곤 다 조앗어용,5,2021-01-28T00:25:41.866+00:00
jang********,배송늦는다고직접전화주셔서괜찮앗어용,5,2021-01-30T13:39:17.892+00:00
cyvi***,디자인 너무 예쁘고 매일 사용하기에 너무 좋아요,5,2021-03-03T02:26:25.627+00:00
endr****,빨대보틀필요해서 주문했는데 생각보다 넘가볍고 크고좋아요!!,5,2021-02-27T08:05:22.938+00:00
hyji*****,어제 주문했는데 오늘 배송 왔어요!! 완전 총알배송 !!! 텀블러도 너무 예쁘고 마음에 들어요 플라스틱 사용 줄이려고 구매한건데 앞으로 이것만 쓸 거 같네요^^^ 단단하고 실용성 좋습니당 ~,5,2021-01-16T04:00:30.868+00:00
a_****,오래 사용하진 못할것같네요,4,2021-02-17T10:55:19.057+00:00
np****,기존에 가지고 있는데 부서져서 새로 샀어요.,5,2021-03-07T10:29:42.192+00:00
rlae*******,만족ㅇ합니다!!ㅋㅋ,5,2021-02-24T07:35:44.638+00:00
youl*****,잘 사용하고 있어요,5,2021-03-11T19:29:43.185+00:00
jasu****,사는김에 아이스용 핫용 두개 구매했어요 아이스전용이 벤티사이즈이니 그란데 핫용은 작아보이네요ㅋ 판매후기 많은곳은 확실히 친절하고 남달라요 같이 주신 빨대전용솔도 감사히 잘 쓸께요,5,2021-01-18T11:13:45.248+00:00
youn*****,가벼워서 휴대하기 편리해요~ 그란데 시키면 딱 좋아요!,5,2021-02-04T04:24:01.988+00:00
dhgk*******,저렴한 가격에 완전 만족스러워요!!! 세척솔도 감사합니다^^ 집에서 내려먹어도 카페 분위기 나고 좋네용 ㅎㅎ,5,2021-01-24T03:43:22.042+00:00
park******,적절한 가격이고 마음에 들어요!,5,2021-03-06T04:54:44.606+00:00
io_y****,잘쓸게요~ 좋네요~,5,2021-03-07T13:54:38.410+00:00
wtg2***,배송 빠르고 좋아요,5,2021-02-12T04:37:58.484+00:00
bjh2*****,배송이 진짜 빨랐고 가볍고 좋았어요! 하자도 없고 다음에 또 구매하러 올게용,5,2021-02-14T11:34:43.220+00:00
cj****,생각보다 엄청 튼튼하고 이뻐요ㅠㅠㅠ 싸게 잘 샀네요! 감사합니다,5,2021-02-18T16:48:51.148+00:00
wnsv*****,가볍고 예쁘고 좋아요!! 특히 스테인리스텀블러는 그냥 물넣어서 먹을때 쇠냄새 나는데 이건 그냥 물넣어서 먹어도 그런게 없어서 넘좋아요!!  홈카페 필수 아이템인거 같아요😊,5,2021-01-20T23:19:20.739+00:00
holy***,좋습니다~~ 매일 사용하기 딱,5,2021-02-16T09:23:26.842+00:00
yuih********,진짜 딱 좋아요 다이어트 하시는 분들 진짜 쓰세요 저걸로 세번만 물 먹으면 하루에 2리터 쌉가능,5,2021-02-23T07:50:04.317+00:00
lk****,커피마실 때마다 늘어나는 쓰레기로 환경이 걱정돼서 텀블러 찾아보다가 구매평이 좋아서 구매했어요! 완전 튼튼하고 닦을때도 너무 편해요ㅜㅜ 진작 쓸걸 후회됩니다 여러분 두번사세여~~,5,2021-02-05T03:46:07.066+00:00
thwl*****,회사에서 편리하게 쓰는중입니다,5,2021-03-03T00:57:40.059+00:00
seon********,생각한 것보다 크네요,5,2021-03-05T06:57:58.529+00:00
dami***,여기서만사요 ㅎㅎ좋아용,5,2021-03-04T03:59:45.207+00:00
doll****,물 자주 마시려고 주문했어요! 스테인레스 텀블러보다 가벼워서 가지고 다니기도 좋아요,5,2021-02-19T02:30:00.614+00:00
rbfo****,예쁘고 배송도 빠르고 빨대 세척기 까지   가성비 좋습니다.,5,2021-02-04T13:25:40.301+00:00
dugn*****,한달이상 사용했는데 아직도 깨끗하고 망가진곳 없네요~ 활용도 좋습니다~,5,2021-02-20T15:39:04.908+00:00
khcm******,여름용으로 쓸려고 미리 구입했는데 저렴하고 이쁘네요^^,5,2021-01-31T02:20:13.971+00:00
hj****,가볍고 화면 그대로 예뻐요. 외출 시 필수각입니다. 잘 사용할게요!,5,2021-02-20T00:44:35.778+00:00
ksal******,물 맺힘이 좀 있는데 같이 산 컵받침이랑 잘 쓰고 있어요🤍🤍 친구 선물로 사줘야겠서요 ㅋㅋㅋ,5,2021-01-28T14:24:18.721+00:00
bk60****,1. 배송 보통  2. 사진과 같고 깔끔 하니 맘에 듭니다 3. 빨대도 주고 4. 이벤트로 빨대 세척 솔 줬어요  컵 2개구매(빨대2개)  솔 1개 5. 물마시기에도 좋고 아이스음료 먹기좋아요 6. 가볍고 7. 뚜껑이 처음에 불량인 줄 알았는데 눌러주면 잘 잠겨요 8. 하나는 선물로 줬는데 받는 분도 만족하시고 좋네요  9. 재구매 의사 충분 합니다 많이 파세요,5,2020-11-20T13:36:54.244+00:00
