userid,content,star_rating,time
b229****,꼼꼼한포장과 빠른배송 좋습니다,5,2021-06-11T03:51:58.006+00:00
jinh*******,잘쓸게요!! 너무좋아요,4,2021-06-08T15:12:32.235+00:00
luci****,친구에게 선물했는데 너무 맘에 들어하네여&gt;&lt; 제 실수로 배송지를 잘못 입력했는데  끝까지 신경써주신 덕에 무사히 잘 받았습니다. 물건도 맘에 들지만 직원분께서 넘나 친절하게 해주셔서 감사했습니다! 담에 제것도 하나 장만하구싶네여 번창하셔요 !!!,5,2021-04-15T10:52:33.950+00:00
smsg****,가볍게 선물하기 좋아요. 합리적인 가격에 실용성 빠른 배송까지 100점 입니다^^,5,2021-05-05T05:49:44.584+00:00
gi****,배송 빨랐어요 사진 그대로에요^^ 감사합니다.,3,2021-05-12T03:30:22.737+00:00
limy******,내용물이 보여서 사진도 넘 잘나오고 예뻐요!,5,2021-05-18T09:55:01.891+00:00
dmdd****,예뻐요!! 미숫가루 타먹으면 너무 좋습니다~~,5,2021-05-12T09:27:27.323+00:00
dmsg*****,실물이 훨씬 예쁘네요 사이즈도 넉넉해서 카페에서 테이크아웃할 때 쓰거나  집에서 음료 담아 마실 때 여유있게 담을 수 있겠어요 요새 플라스틱 사용이 너무 문제되어서 이런 개인 텀블러 가져가서 음료 테이크아웃 하는 게 좋은데 가볍기도 하니 자주 들고다닐 수 있겠어요 추가구매한 규조토 색깔도 너무 예쁜 분홍색이네요 곧 여름이 와서 시원한 물이나 음료 많이 마시게 될 것 같아서 사봤는데 심플하면서 가볍고 예뻐서 정말 만족합니다,5,2021-04-07T05:58:31.361+00:00
sahu****,가볍고 튼튼한 것 같습니다.,5,2021-06-11T01:53:44.567+00:00
am****,평소 커피 테이크아웃을 많이 하는데 플라스틱 소비를 줄여보고 싶어서 구매했어요. 벤티사이즈라 크기 넉넉하고 좋네요.,5,2021-04-28T05:49:59.053+00:00
issj***,핫컵이랑 콜드컵이랑 같이 주문했어요~ 좋아요 잘쓸게용,5,2021-05-12T01:03:21.473+00:00
yeos*****,가볍고 사용하기 편해요 두번째 사용중이고 교체할시기에 구매하러 올께욤,5,2021-05-28T01:12:17.669+00:00
yose*****,이쁘네요 배송은 좀 느렸는데 그래도 제품은 맘에 들어요 근데 핫컵에 기스가 나있는데 원래 이런건가요?,4,2021-04-09T14:33:11.145+00:00
jess*******,여름이라 시원한거 담으니 이뻐요,5,2021-06-05T02:40:05.386+00:00
lgy1***,기대 많이 하고 있었는데 생각보다 너무 가볍고 간편해서 항상 들고 다닐 것 같아요 !! 관리자분께서 배송상황도 신속하게 공지해주셔서 넘 좋았습니다 🤍,5,2021-04-23T22:16:17.888+00:00
ac****,여름에 리유버블컵 만한게 없네요,5,2021-06-09T14:44:11.330+00:00
rlat****,예쁘고 여름에 쓰기 딱 좋아요 생각보다 컵 바깥에 물이 많이 맺혀서 슬리브나 코스터 필수인 것같네요,5,2021-05-21T15:04:46.393+00:00
hatc*****,선물해 줬는데 너무 맘에 들어하네요! 잘 산 듯 ㅎ ㅎ,5,2021-05-08T13:38:14.051+00:00
nana*****,가볍고  쓰기 너무좋아요.,5,2021-06-09T12:44:29.589+00:00
zzoa*******,핫 콜드 용도에 받게 아주 잘 사용하고 있어요,5,2021-05-18T08:18:18.462+00:00
cjh1***,배송빠르고 아주 좋아요.,5,2021-06-06T12:51:43.388+00:00
mf****,이거보다 작은버전 있었는데 큰거 필요해서 샀어요ㅎㅎ배송도 빠르고 너무 좋아요!,5,2021-04-30T07:28:58.586+00:00
pj****,배송이 빨라서 좋았고.. 플라스틱 치고는 내구성이 좋습니다..아이스 커피 마실떼 유용하게 쓰일것 같습니다..이쁩니다..,5,2021-04-28T09:31:43.074+00:00
moon********,머그컵은 무겁고 작아서 샀는데 이건 가볍고 양도 많이 들어가고 좋은거 같아요,5,2021-05-30T05:02:47.285+00:00
sjpa******,잘쓰고있어요 이뻐요,5,2021-06-11T07:34:32.984+00:00
sjpa******,좋아요 잘쓰고있네요,5,2021-06-11T07:33:48.139+00:00
dkfm********,배송이 뺠라서좋았어요,5,2021-05-18T10:18:35.043+00:00
nana*****,가볍고 쓰기 좋아요.,5,2021-06-09T12:45:32.128+00:00
yj81****,물을 많이마셔서 투명텀블러 찾다가 구입했는데 가볍고 튼튼해요~,5,2021-05-31T15:58:07.440+00:00
4t****,배송이정말빠릅니다~~,5,2021-06-09T01:42:54.556+00:00
ieun*****,특별기획으로 나온 사이렌 리유저블컵을 썼었는데 망가져서 혹시나하고 리유저블컵 검색하니까 한국에서도 쉽게 살 수 있네요 가격은 배지만.. 시애틀 1호점 갔을때 콜드컵은 없었는데 여기 있길래 사요,5,2021-04-13T15:12:03.602+00:00
yjle*****,들고다니기에도 가볍고 물도 안새고 너무 좋아요~~,5,2021-05-13T06:16:33.268+00:00
bakj*****,좋아요 잘왔어요 잘쓰겠습니다,5,2021-06-23T07:28:44.854+00:00
anld****,너무 좋아요 뭘 담아먹든지 예쁘구요!! 짱짱~~,5,2021-05-08T09:59:03.079+00:00
issj***,좋아요 이번여름 잘 쓸것 같아요,5,2021-05-12T01:03:52.869+00:00
az12****,무광이라 예뻐서 맘에 드네용,5,2021-05-15T05:05:01.117+00:00
chla********,보자마자 마음에 들어서 구매했어요. 카페에서 담아달라고 할 때 크기가 작아서 안될 것 같은 불안감에 넉넉한 용량으로 샀는데 워낙에 컵이 가벼워서 많이 담아도 안무거워요. 불투명한게 마음에 들었는데  사진은 보리차 담은 건데도 이쁨 ㅋㅋ 올해 여름에 이거만 쓸 것 같네요 ㅎ,5,2021-04-11T12:36:22.003+00:00
ya****,가볍고 사용이 편해요,5,2021-06-06T03:35:04.060+00:00
bmli*****,크고 좋아요 ~~사무실에서 씁니다,5,2021-05-10T06:51:48.910+00:00
ghgh****,실물이 더 이뻐요 판매자님도 너무 친절하셨어요 또 구매하러올게요 감사합니다 ^^,5,2021-04-27T08:05:59.431+00:00
ieun*****,뚜껑도 꽉 잘 닫혀서 좋아요,5,2021-05-15T06:25:11.019+00:00
jess*******,색도 이쁘고 쓰기 편해요,5,2021-06-05T02:39:40.994+00:00
slrz********,사이즈 예상했던대로 역시 크고 길어서 좋았습니당ㅎㅎ여름에 매일 얼음 왕창 음료가득 넣어서 마시려구용ㅎㅎㅎ,5,2021-04-23T04:19:54.360+00:00
ha****,배송도빠르고 가볍고 좋아요,5,2021-06-01T08:29:48.732+00:00
kjy7*****,상품상태 좋고요 이쁘네요~ 외출할 때 홈카페 만들어 담기에 딱  좋은 것 같아요~ 잘 쓰겠습니다.,5,2021-04-26T05:37:50.169+00:00
qkrt********,무게가 가벼워서 들고다니기 좋을 것 같아요,5,2021-05-11T12:10:25.637+00:00
dngu*****,가성비 좋은 제품입니다~,5,2021-06-05T05:19:13.992+00:00
stor*****,배송 엄청 빠르고요. 판매자님 엄청 친절하시고요. 물건도 퍼펙트! 선물받으신 분들이 모두 좋아하셨어요~^^,5,2021-05-15T03:06:11.587+00:00
stor*****,배송 엄청 빠르고요. 판매자님 엄청 친절하시고요. 물건도 퍼펙트! 선물받으신 분들이 모두 좋아하셨어요~^^,5,2021-05-15T03:05:57.079+00:00
evia***,일회용품줄이고자 주문했는데 완전편해서 지인에게도 선물했어요^^,5,2021-05-04T15:26:48.771+00:00
rino****,차안에 넣어두고 갑자기 스벅갈때 쓰고 있어요 좋아요,5,2021-05-29T16:00:17.204+00:00
pink****,예쁘고 가벼워서 좋아영,5,2021-06-03T03:10:49.076+00:00
jisu******,세척도 편하고 생각보다 음료가 많이 들어가요,5,2021-05-29T06:16:40.652+00:00
hann****,깨끗하고 색깔도 맘에 들어요,5,2021-05-29T12:25:29.465+00:00
smkk*****,평소에 스탠리 퀜쳐 들고 다니는데 이 한개로 운동갈때 스카갈때 쓰려니 불편해서 구매했습니다! 너무 이뻐요ㅠㅠ이건 스카에서 사용하려구요ㅎ1호점 로고 존예예요ㅠㅠ빨때 세척솔 감사합니다#.#,5,2021-04-13T05:42:41.521+00:00
dmdd****,예쁘고 실용성 있어서 좋아요!,5,2021-05-12T09:28:23.656+00:00
nahy******,튼튼하고 우선 용량이 커서 편햐요,5,2021-05-30T22:35:30.462+00:00
taes*****,늘 쓰던제품 몇개씩 쟁겨두고  쓰는제품이에요,4,2021-05-29T12:09:40.667+00:00
ciel*******,선물했어요 넘 좋아해요♡,5,2021-05-07T07:28:12.012+00:00
totb****,사이즈가 커서 아아먹기 좋아요,5,2021-05-28T03:18:42.175+00:00
mlon*****,완전 잘쓰고 있어요 안샀으면 큰일날뻔ㅎㅎ,5,2021-05-09T12:19:49.119+00:00
seo_******,유리는 무겁고 깨질까봐 다른 소재로 찾아봤는데 이건 가벼워서 좋아요  근데 힘을 가하면 쉽게 금이갈까봐 조심해야될것같네요,5,2021-04-23T04:08:51.043+00:00
joh6****,너무 잘되네요 감사합니다,5,2021-05-08T12:50:25.620+00:00
am****,모양도 이쁘고 환경보호에 도움도 줄수 있어서 쓸때마다 뿌듯해여,5,2021-05-02T03:54:48.168+00:00
ybm8***,좋네요 굿 배송비만 없었음 뎌 좋았을텐ㄷ니ㅣ,3,2021-05-30T22:52:18.335+00:00
totb****,기존 사이즈에 비해 크기도 커서 만족해요,5,2021-05-28T03:18:17.807+00:00
xxrj***,배송도 빠르고 생각보다 튼튼해요!! 이제 일회용 컵 사용을 줄여야겠어요,5,2021-04-27T05:41:38.656+00:00
dudq*****,아무래도 용량이 크다보니까 뚜껑쪽으로 손을 잡고 먹으면 본체가 빠지는 불상사가 생기네요 ㅋㅎ (물이라 다행...) 용량 충분하고 가볍고 좋아요!,5,2021-04-25T16:34:20.619+00:00
sa****,너무 예뻐요 차가우면 예뻐져요,5,2021-06-01T04:05:22.643+00:00
xiex****,물이 많이 들어가서 좋아요. 가볍고 생각보다 튼튼해요!,5,2021-05-19T13:29:50.480+00:00
min8***,시애틀 1호점이라 로고도 다르고 브라운색감이 너무 이쁘네요,5,2021-05-01T08:11:38.596+00:00
dkjl***,사이즈 크고 가볍고 여름에 쓰기 최고에요! 다만 한국 스벅은 벤티가 제일 크기에 벤티에 샷추가해서 얼음 더 넣어 먹으면 딱 맞을듯요&rsquo;,5,2021-04-19T02:43:14.301+00:00
wjdt********,잘 사용하겠습니다. 싸게 잘 샀어요,5,2021-04-05T12:08:41.194+00:00
mist********,너무 잘 사용하고 있습니다. 출퇴근 시 가벼워서 들고 다니기 부담되지 않고 너무 좋습니다.,5,2021-04-29T01:27:11.817+00:00
gina*****,실물이 훨씬 낫네요 이제 더워지고 물많이 마실라고 큰거샀는데 예쁘고 크고 좋아요,5,2021-04-23T12:34:53.972+00:00
ysun****,일단 스타벅스 로고 자체가 미쳤고요 용량이 엄청 큰데 가격이 착해서 너무 좋았습니다,5,2021-05-13T15:18:27.269+00:00
hd****,일회용품 사용 줄이기  실천할수 있어서  좋습니다,5,2021-05-28T03:11:20.136+00:00
fls7***,깔끔한 디자인에 손이 자주 갈 것 같습니다!,5,2021-05-09T01:57:48.431+00:00
0051***,넘 예뻐요!!! 텀블러를 쓰고싶은데 너무 무거워서... 고민이었는데 이렇게 가벼운게 있네요!! 다만 가벼운만큼 부셔질까봐 걱정이긴하네요 ㅎㅎㅎ,5,2021-04-21T14:30:07.722+00:00
oliv******,콜드컵은 원래 샀다가 깨져서 다시 구매한겁니다 사는김에 핫컵도 사봤는데 모양만 그렇고 보온기능이나 그런건 기대하지마세옄ㅋㅋ 그냥 콜드컵이랑 똑같은 플라스틱입니다..,4,2021-05-07T05:55:58.922+00:00
neon*******,부담없는 가격에 가볍고 예뻣어요.  아이가 친구들과 선물 주고 받기하면서 포장했는데 받은 아이도 좋아 했답니다.,5,2021-05-07T02:12:24.138+00:00
sist****,배송도 정말 빨랐구요 포장도 잘해주셨어요 감사합니다 잘쓸게요~~~~,5,2021-04-22T03:35:59.746+00:00
airi****,생각했던 것보다 약간 허술한 느낌이 드네요.  그래도 가격대비 만족합니다,3,2021-04-20T08:42:07.482+00:00
wjde******,배송도 빠르고 가볍고 너무 좋네요 가벼워서 매일 들고다녀도 좋겠어요! 마니파세요,5,2021-04-23T04:10:31.285+00:00
case*****,넘 가볍고 예쁘게 잘 쓰고 있습니당,5,2021-05-29T09:32:27.195+00:00
yuji*****,원래 쓰던 텀블런데 깨져서 급하게 주문 한건데 배송도 빠르고 좋네요 !,5,2021-04-27T19:23:28.433+00:00
nahy******,가볍고 좋습니다용!!,5,2021-05-30T22:36:22.412+00:00
rino****,차안에 넣어놓고 쓰고 있어요,5,2021-05-29T16:01:09.215+00:00
gunz*****,집에서는 작은컵들뿐이라 외출나갈때나 집에서먹을려고 구매했습니다!!! 센스있게세척솔까지와서 기분이좋네요 ㅎㅎ 리유저블컵은 처음인데 핫도구매하고싶은마음입니다 !!!투명슬리브도 구하기 굉장히 레어한데 같이팔아서 좋네요 빠른응대도감사드립니다!!,5,2021-04-06T05:05:31.406+00:00
chs3***,너무 좋습니다 스벅에서 사먹는 느낌이듭니다ㅋㅋ,5,2021-05-01T08:25:27.521+00:00
jwsi****,잘받았어요잘받았어요,5,2021-06-18T14:16:45.194+00:00
happ**********,배송도 빠르고 너무 좋아요,5,2021-05-04T05:29:08.981+00:00
cny6***,전에 쓰던 거 잃어버려서 같은 걸로 하나 샀는데 여기는 빨대 세척기도 같이 줘서 좋아요!,5,2021-04-28T05:30:57.936+00:00
hjh7***,막 고급 스럽거나 예쁘진 않지만  가벼워요.,3,2021-05-28T00:57:31.315+00:00
hans*****,가볍고 좋아요. 집에 일회용품이 너무 많이 나와서 샀는데 만족합니다!,5,2021-04-22T10:43:33.387+00:00
vnek*******,넘 예뻐요! 뚜껑은 원래 안쪽으로 살짝 움푹 파여있나요?? 배송도 빠르고 진짜 데일리용으로 사용하기 짱 👍 가격도 젤 싼느낌 ㅎㅎㅎ 👍,5,2021-05-04T11:14:41.332+00:00
whtm******,벤티사이즈 필요했는데 딱이에요~!,5,2021-05-26T12:19:09.056+00:00
monk****,크기도 생각보다 크고 가벼우니 좋아요,5,2021-04-28T12:16:44.398+00:00
kwon********,정말 좋아요!!! 근데 금방 깨뜨려버렸어요 ㅠㅠ 구성까지 다 좋았습니다,3,2021-04-24T04:25:47.341+00:00
rino****,차안에 넣고 쓰고있어요,5,2021-05-29T16:00:44.506+00:00
time****,애기데리고 나갈때 항상텀블러를쓰니깐  무겁고 뭔가짐?이였는데  리유저블 쓰니 훨씬 가볍고 좋네요ㅋㅋ자주사용할꺼같아요!!!,5,2021-04-09T07:24:18.640+00:00
kkui*****,물 많이 마시기 좋아요,4,2021-05-27T01:23:04.563+00:00
cj****,회사에서 마시려고 산건데 뜨거운거 넣어도 되고 너무 잘쓰고 있습니당 가격도 저렴하게 사서 굿굿굿이에여,5,2021-05-12T02:05:16.054+00:00
cute****,스벅 홀더에도 잘 맞구요. 핫커피를 마실 수 있는 용이라 너무 좋네요! 할인도 되고👍🏻 여러개사서 선물할까봐요😁,5,2021-04-13T09:10:00.220+00:00
nang********,좋아용 집에서 자주 사용하고 있는데 스벅 기분내기 좋음^^,5,2021-05-20T05:19:28.154+00:00
tmff***,이거로 물 마신 뒤로 매일 2리터 마시게 된 것 같아요! 가득 채워 3번이면 2리터고 빨대라 물을 더 많이 마실 수 있는 것 같아요. 만족해요!!,5,2021-04-18T14:56:26.449+00:00
kyl3***,가볍고 좋아요 빨대 세척솔도 주시네요 감사합니다,5,2021-04-23T07:31:44.979+00:00
hhhh***,좋아요 배송도 엄청빠르고 사진과 같아용,5,2021-04-23T04:28:49.451+00:00
ekdm*****,너무맘에들어요 잘쓸게요,3,2021-05-18T00:50:39.665+00:00
vkft*****,깔끔하고이뻐서오래동안잘쓰겠어요,5,2021-04-30T11:19:57.021+00:00
bsw3***,생각보다 더 이쁘게 나와서 만족합니다 잘 쓰겠습니다~,5,2021-05-16T07:38:56.300+00:00
rino****,리유저블컵 맘에들어요.할인도 되고..차에 넣어놨다가 쓰고 있어요,5,2021-05-10T08:49:01.698+00:00
alsw*******,예쁘고 용량도 많이 들어가서 좋아요,5,2021-04-27T05:24:45.177+00:00
boaj*****,디자인괜찮고 크기크고 괜찮네요,3,2021-04-27T11:59:01.162+00:00
su****,사야지 사야지 하다가샀어용. 저렴하고 빨대 청소솔까지 줘서 좋네용ㅎㅎ잘쓰겠씁니다.,5,2021-04-20T04:28:28.430+00:00
haem*******,배송 받고 얼른 씻어서  커피 담아봤어요👍👍👍 맘에 들어요,5,2021-04-21T11:18:41.250+00:00
sfas****,얼음넣어먹어도 소리안나고 좋네요,5,2021-04-26T06:02:29.043+00:00
ks****,스타벅스 리저브 핫컵 잘 구입했습니다,4,2021-05-01T10:44:29.436+00:00
sulg****,가볍고 들고다니기 편하고 용량도 커서 잘 들고다니고 있습니다.,5,2021-05-13T17:37:58.621+00:00
wjde******,가볍고 쓰기도 편해요 배송 감사합니다,5,2021-04-23T04:11:20.714+00:00
vkft*****,가볍고 배송 빠르고 좋습니다,5,2021-04-30T04:47:20.894+00:00
asm8***,오늘 도착했는데 아직 써보진 않았지만 일단 너무 맘에 들어요!내일부터 카페 갈때 무조건 들고다닐려고요,5,2021-04-13T10:03:36.220+00:00
kdh6***,가볍고 들고 다니기 좋아요 ㅎㅎ,5,2021-05-21T09:37:36.317+00:00
thdu*****,넘 잘 쓰는 중 넘 예뻐요 맨날 커피 마시고 싶엉,5,2021-04-22T14:18:24.956+00:00
hyeo*****,생각보다 엄청 가벼운 플라스틱이긴 한데 괜찮고 이뻐요 지주 쓸 것 같아요,5,2021-04-21T15:11:49.690+00:00
kjy7*****,이쁘고 좋아요 잘쓸께요,5,2021-04-28T08:59:44.050+00:00
eldi***,배송도 빠르고 빨대 세척솔도 있고 좋습니다. 뚜껑이 돌려서 닫는 방식이 아니어서 물이 샐까봐 걱정이었는데 생각보다 괜찮네요!,5,2021-04-13T09:29:46.658+00:00
tmda*******,좋은 가격에 구매했습니다,5,2021-05-18T12:41:30.644+00:00
sulg****,가볍고 편해서 자주 들고 다닐거같아요 빨대 청소솔도 같이 보내주셔서 정말 저렴하게 잘 샀어요,5,2021-04-07T07:10:13.849+00:00
bada*****,차에서 쓰려고 샀는데 너무 편하게 잘썼어요 ㅋㅋ 제실수로 깨져서 다시주문하겠습니다 ㅠㅠ,5,2021-05-08T06:41:17.265+00:00
sola****,가볍고 좋아요 디자인도 깔끔하고좋아요,5,2021-04-18T06:50:58.636+00:00
lims******,조어요이뻐요 ㅠㅠ 이거 얼마동안ㅋ슬수잇나여?,5,2021-04-22T02:05:44.862+00:00
0929*********,콜드컵에 이어서 핫컵도 사요 흰색에 초록색 사이렌 디자인 클래식해서 좋아요,5,2021-05-06T16:03:24.485+00:00
